书名,作者,状态,种类,总字数,总点击,总推荐,书评分,评价人数,作者等级,作品数,总创作字数,总创作天数,作品荣誉,本月票数,打赏数
大数据世界,墨乡,完本,游戏,348.83,491.53,36.87,9,199,    Lv.5 ,6,1016.33万,1936,91,4,0
极品老婆,李兴禹,完本,都市,241.93,587.23,36.87,9,127,    Lv.3 ,8,924.21万,2650,90,0,0
随身带着个宇宙,张家三叔,完本,都市,97.85,529.94,36.86,7.2,3,    Lv.5 ,4,1364.45万,1482,68,3,0
美食狂人,我爱吃螺蛳,连载,都市,944.79,551.32,36.84,9.1,172,    Lv.2 ,3,75.61万,193,89,1,0
科技超能王,公元前的狐,连载,科幻,149.96,37.9,36.84,8.8,83,    Lv.1 ,1,88.97万,258,88,0,0
无限之动漫电影小队,重新飞起来,完本,二次元,64.6,51.09,36.66,8.8,107,    Lv.4 ,5,459.77万,881,38,5,0
终焉领主,隐语者,完本,科幻,308.25,115.35,36.61,8.5,55,    Lv.5 ,5,747.23万,1349,89,0,0
星武战神,逆流双鱼,完本,科幻,160.94,662.68,36.57,2,0,    Lv.1 ,2,56.33万,167,67,0,0
天才主播,月下菜花贼,完本,都市,109.08,384.74,36.56,8.7,35,    Lv.4 ,10,686.25万,1490,89,0,0
弹指歌,二踢脚,完本,武侠,228.82,614.15,36.54,8.7,49,    Lv.1 ,4,443.80万,1389,68,0,0
系统请排队,梨花白石,连载,玄幻,118,1067.77,36.48,8.6,129,    Lv.3 ,1,44.89万,121,37,25,0
超级复制者,七乐,完本,科幻,193.02,75.34,36.44,8.4,40,    Lv.5 ,5,516.56万,968,69,1,0
重生女学霸,迷失之途,完本,都市,396.83,470.62,36.38,9.2,65,    Lv.2 ,1,82.72万,404,36,3,0
熊猫人的自我修养,夜隐枭,完本,游戏,43.27,301.57,36.08,8.5,29,    Lv.3 ,5,378.48万,864,69,0,0
娱乐之闪耀冰山,有鱼的天空,连载,都市,55.85,29.83,36.04,8.5,29,    Lv.3 ,5,689.59万,1863,36,21,0
墨甲,名医,完本,科幻,314.62,47.79,36.02,0,0,    Lv.1 ,3,380.75万,1172,68,0,0
超级灵气,爬泰山,完本,都市,264.89,102.22,35.98,9.1,171,    Lv.3 ,1,184.88万,1154,90,0,0
网游之强化大师,自在核桃,完本,游戏,501.21,304.38,35.86,8.8,68,    Lv.4 ,1,116.76万,236,64,7,0
重生之封神演义,洪荒未名,完本,游戏,105.73,688.48,35.79,8.9,79,    Lv.1 ,2,190.84万,516,90,0,0
超级募兵仓库,原始酋长,连载,都市,293.3,196.76,35.77,8.7,59,    Lv.3 ,6,137.46万,366,37,0,0
三国大驯兽师,虎豹骑,连载,历史,392.74,98.29,35.76,9.1,46,    Lv.3 ,1,177.45万,323,90,85,0
逆天传说,流浪的龙,完本,仙侠,335.24,366.89,35.76,8.4,1,    Lv.1 ,6,419.42万,1045,37,0,0
武帝丹神,夜色访者,完本,玄幻,48.32,502.47,35.67,9.2,59,    Lv.4 ,6,861.75万,2429,89,13,0
位面监察使,月影碎,完本,都市,149.86,399.79,35.65,8.8,37,    Lv.3 ,4,158.82万,517,90,0,0
星战士,雨水,完本,科幻,250.61,85.44,35.62,2,1,    Lv.5 ,9,1666.12万,3196,91,0,0
英雄联盟之开挂直播系统,旧生,完本,游戏,235.38,1379.2,35.59,8.4,54,    Lv.5 ,4,754.29万,954,38,10,0
千锁,辛婉仪,连载,短篇,96.19,655.99,35.58,2,0,    Lv.1 ,1,13.83万,70,30,0,0
焚天之怒,妖夜,完本,玄幻,272.5,799.62,35.58,8.7,68,    大神 ,2,1223.30万,1758,169,58,0
都市之最强纨绔,左耳思念,完本,都市,361.12,97.87,35.5,9.1,81,    Lv.5 ,5,1168.40万,2703,69,39,0
工业之流光岁月,中克希德,连载,都市,211.74,84.4,35.49,8.8,30,    Lv.4 ,4,375.49万,925,36,0,0
帝国的朝阳,无语的命运,完本,历史,225.68,411.12,35.44,8.8,43,    Lv.4 ,3,829.95万,3670,89,0,0
异界之远古进化,烈火01,连载,玄幻,72.1,268.94,35.36,7.2,1,    Lv.1 ,1,112.14万,297,89,0,0
文艺王冠,李白不白,完本,都市,473.51,67.32,35.29,8.2,9,    Lv.5 ,7,544.76万,1472,88,0,0
巡狩万界,阎ZK,完本,科幻,114.21,515.04,35.23,8.6,111,    Lv.4 ,5,379.37万,753,37,8,0
再生之生物帝国,往事如峰,连载,都市,353.44,42.98,35.19,2,0,    Lv.1 ,1,39.83万,116,36,0,0
尊上,九哼,连载,玄幻,569.69,138.02,35.14,8.8,45,    Lv.5 ,3,880.80万,2311,37,61,0
超野蛮,龙曜字威明,完本,游戏,105.54,26.57,35.08,8.8,13,    Lv.2 ,2,151.15万,328,89,0,0
三国之生化狂人,堂燕归来,完本,历史,648.73,146.48,35.06,7.6,3,    Lv.4 ,1,215.12万,362,89,4,0
私人科技,路几层,连载,科幻,71.8,111.29,35.06,8.4,81,    Lv.3 ,1,279.77万,557,38,5,0
明末好女婿,任国成,连载,历史,254.49,100.01,35.04,8.5,43,    Lv.4 ,4,367.93万,934,37,102,0
英雄联盟之全民解说,我的长枪依在,完本,游戏,283.29,86.56,34.91,9.4,27,    Lv.4 ,5,326.70万,819,89,1,0
吞天,静夜寄思,完本,玄幻,355.26,756.17,34.79,8.9,223,    Lv.5 ,3,915.30万,3042,89,3,0
归来的宗师,宝巨要崛起,完本,都市,141.65,766.97,34.73,8.5,53,    Lv.4 ,6,473.47万,854,69,0,0
网游大相师,我知鱼之乐,连载,游戏,304.23,773.44,34.68,8.6,78,    Lv.5 ,4,510.67万,1178,38,108,1
御风,能猫,完本,玄幻,262.69,127.84,34.65,7.2,4,    Lv.1 ,3,111.23万,674,68,0,0
梦幻之迷失的世界,雪夜温狐,完本,游戏,75.07,435.06,34.53,7.7,3,    Lv.1 ,5,246.93万,740,37,0,0
密室脱逃,周晓宇,完本,科幻,167.76,74.16,34.5,0,0,    Lv.1 ,1,60.53万,406,68,0,0
重练葵花,碧游子,完本,玄幻,63.9,144.52,34.47,7.2,1,    Lv.1 ,1,54.32万,165,88,0,0
武神无敌,秣陵别雪,完本,玄幻,594.52,413.69,34.39,8.9,160,    Lv.5 ,9,1773.63万,2947,89,0,0
金融慈善家,阅朗薪稀,连载,都市,136.33,139.08,34.26,8.5,47,    Lv.4 ,2,318.36万,695,37,0,0
三国之男才女貌,獠羽,连载,历史,116.79,385.05,34.25,7.3,4,    Lv.1 ,1,170.07万,349,90,0,0
幸福大抽奖,我要回火星,连载,都市,303.58,489.12,34.17,9.5,12,    Lv.3 ,3,297.79万,1301,90,70,0
阉党,傲骨铁心,完本,历史,144.53,2130.23,34.16,2,1,    Lv.4 ,4,364.10万,1562,89,0,0
天驱,风月,完本,都市,189.54,70.82,34.13,9,137,    Lv.4 ,4,627.11万,1299,90,0,0
大清巨鳄,塞外流云,连载,历史,308.45,201.03,34.03,8.5,57,    Lv.4 ,4,772.22万,1912,89,63,0
反转人生,落寞的蚂蚁,完本,都市,166.53,374.8,33.93,8.7,161,    Lv.4 ,8,1353.59万,2363,90,0,0
异界圣皇,勾辰,连载,玄幻,68.59,312.06,33.89,0,0,    Lv.1 ,1,58.20万,137,67,0,0
破产魔王战记,激情香蕉,连载,二次元,143.6,142.26,33.79,8.7,44,    Lv.4 ,2,232.59万,1196,36,6,0
绝世天君,高楼大厦,连载,玄幻,410.11,209.91,33.78,9.3,191,    白金 ,9,1927.89万,3361,153,4,0
鲜血圣骑士,Lok-tarogar,连载,游戏,186.1,126.25,33.74,8.9,173,    Lv.1 ,1,282.77万,613,69,3,0
我的影子是食神,李家大儿,完本,都市,51.32,495.52,33.72,8.5,39,    Lv.5 ,3,692.10万,1875,70,0,0
大明土豪,晨风天堂,完本,历史,152.59,384.53,33.64,9.4,86,    Lv.5 ,6,953.12万,1595,91,7,0
网游之独行者,邪化石,连载,游戏,45.33,47.26,33.62,2,0,    Lv.1 ,1,37.15万,91,36,0,0
青铜王座,火烈1989,完本,玄幻,231.48,160.65,33.57,8.6,103,    Lv.1 ,3,299.03万,638,90,0,0
道门法则,八宝饭,连载,仙侠,379.89,627.85,33.55,9,201,    Lv.4 ,3,432.34万,1143,90,1005,4
至尊医道,蔡晋,完本,都市,126.96,821.69,33.54,8.7,35,    大神 ,8,1718.81万,3282,90,22,0
三国之袁家我做主,臊眉耷目,完本,历史,247.11,341.54,33.47,9,136,    Lv.3 ,3,345.52万,836,88,3,0
大剑之最强辅助,历史的尘,连载,二次元,67.81,301.74,33.38,8.8,61,    Lv.2 ,1,61.94万,275,36,1,0
家督的野望,东方胜,完本,历史,158.48,435.16,33.34,7.2,2,    Lv.1 ,5,213.76万,1093,67,0,0
从武侠到玄幻,头痛的没法,完本,玄幻,132.9,7.59,33.33,9.2,46,    Lv.2 ,7,399.35万,1180,69,0,0
出售未来,百晓点灯,完本,玄幻,302.25,194.58,33.29,8.6,289,    Lv.3 ,2,91.26万,254,90,1,0
大秦之帝国再起,荣誉与忠诚,完本,历史,115.92,442.05,33.29,9.1,92,    Lv.3 ,5,928.03万,2220,90,2,0
绝世皇帝,盛夏微暗,完本,玄幻,257.54,360.56,33.24,9.1,54,    Lv.5 ,3,483.31万,1228,37,11,0
太极通神,红金,完本,玄幻,53.39,211.88,33.18,9,33,    Lv.3 ,7,903.32万,1473,89,0,0
我的老婆亚瑟王,半碗红烧肉,完本,奇幻,246.9,783.22,33.18,9.1,283,    Lv.4 ,3,463.34万,1421,69,4,0
挽唐,玄霆猫,连载,历史,541.65,181.46,33.14,6.9,1,    Lv.1 ,1,40.73万,97,88,0,0
战国之鹰,不游泳之鱼,连载,历史,73.08,215.77,33.14,9.1,106,    Lv.1 ,2,408.13万,544,38,0,0
战地真人秀之血战甲午,浪一波儿,连载,军事,788.32,265.93,33.13,9.2,62,    Lv.2 ,2,160.06万,403,37,263,2
海贼之神级副船长,塔酱,连载,二次元,311.53,119.11,33.11,8.8,53,    Lv.1 ,3,34.47万,101,88,0,0
太古鸿蒙,洪荒过客,完本,仙侠,124.06,352.93,33.01,7.2,1,    Lv.1 ,1,72.80万,190,67,0,0
魔法世界之机械召唤,飘零幻,完本,玄幻,187.22,529.68,32.92,8.7,174,    Lv.5 ,13,1264.76万,3080,89,0,0
寒门傲骨,骑牛读天书,连载,都市,342.89,83.31,32.91,2.9,5,    Lv.3 ,1,82.07万,149,69,0,0
兽拳,蒙南故人,完本,武侠,301.85,115.95,32.91,8.5,28,    Lv.1 ,2,153.60万,265,90,0,0
砺剑繁华,齐橙,完本,都市,613.62,266.08,32.87,9.4,15,    大神 ,6,1182.61万,2182,89,0,0
混在澳洲当土豪,旧日的足迹,完本,都市,158.42,131.28,32.87,8.4,24,    Lv.3 ,2,156.68万,326,89,19,0
抗日之谍海大英雄,只爱煞英雄,完本,军事,38.81,340.2,32.86,9.3,30,    Lv.4 ,3,666.22万,978,38,7,0
在下圣人,祈言誓约,连载,玄幻,316.04,51.82,32.84,8.8,127,    Lv.4 ,5,299.16万,1395,36,1,0
主神调查员,小仲牛,连载,科幻,283.12,476.81,32.76,8.6,134,    Lv.5 ,2,316.09万,567,40,690,2
网游之女主工作室,枉为鼠,完本,游戏,168.39,464.06,32.69,0,0,    Lv.1 ,4,249.93万,562,89,0,0
武田家的明国武士,幸福来敲门,完本,历史,349.17,69.76,32.68,8.8,161,    Lv.5 ,4,776.00万,2430,88,1,0
人族训练场,妖仙公子,完本,科幻,74.25,125.25,32.62,8.9,44,    Lv.5 ,4,839.07万,1108,38,4,1
都市酒仙系统,酒剑仙人,连载,都市,146.08,55.6,32.57,8.5,39,    Lv.4 ,2,311.58万,619,38,70,0
我家女友有系统,不火下海干活,连载,都市,459.99,251.38,32.55,8.6,119,    Lv.2 ,1,53.63万,89,39,0,0
大清弊主,塞外流云,完本,历史,283.74,223.3,32.51,8.6,333,    Lv.4 ,4,772.22万,1912,90,1,0
征服之全面战争,吐槽是福,完本,历史,132.28,551.7,32.51,8.5,86,    Lv.3 ,4,358.08万,1016,37,1,0
原始崛起,屋头有饭,连载,历史,140.99,25.21,32.49,8.5,17,    Lv.3 ,3,149.91万,400,89,1,0
文玩天下,斯达克,完本,都市,210.21,70.45,32.35,9.2,42,    Lv.1 ,1,163.49万,450,37,0,0
古人医,小媳妇迷,连载,都市,133.16,798.69,32.29,8.6,58,    Lv.1 ,3,298.54万,799,89,0,0
帝国之鹰,恶鬼福多,连载,历史,21.04,2308.3,32.25,9.2,44,    Lv.2 ,1,249.95万,571,89,1,0
天纵商才,缘分0,完本,都市,280.78,122.92,32.25,7.2,2,    Lv.1 ,2,94.06万,518,69,0,0
攻略初汉,晴了,完本,历史,671.13,116.18,32.18,8.9,22,    大神 ,8,1165.58万,3410,88,0,0
二青,来不及忧伤,完本,仙侠,343.15,310.74,32.16,8.5,138,    Lv.5 ,7,921.93万,2165,38,18,0
炮灰不想说话,充电插头,连载,都市,475.52,384.49,32.13,9,143,    Lv.3 ,1,36.24万,165,37,9,1
超级因果抽奖仪,鹏飞超人,完本,都市,310.98,70.68,32.02,7.4,4,    Lv.5 ,5,586.04万,1545,89,5,0
恶魔指轮,余香绕指尖,连载,科幻,208.86,115.45,31.95,9,35,    Lv.1 ,1,35.49万,110,88,0,1
仙武至圣,骑猪南下,连载,玄幻,78.77,499.64,31.83,9.1,20,    Lv.5 ,3,603.83万,1038,89,0,0
哈利波特之超级法神,小哈利,完本,奇幻,136.12,194.99,31.82,8.5,47,    Lv.4 ,1,161.98万,213,90,2,0
邪魔妖道,观棋,完本,仙侠,163.42,150.05,31.81,8.7,79,    Lv.3 ,4,887.38万,1596,89,0,0
神级巫医在都市,五志,完本,仙侠,76.89,513.95,31.76,8.6,18,    大神 ,6,1420.09万,2469,38,11,0
穿入中世纪,二两白糖,完本,历史,203.45,203.35,31.69,8.8,90,    Lv.3 ,4,337.28万,1022,89,1,0
三国大航海,庄不周,完本,历史,370.71,671.52,31.64,8.7,220,    Lv.5 ,11,2184.06万,3433,91,4,0
真理大帝,树上土豆,完本,科幻,119.17,313.33,31.64,8.6,55,    Lv.3 ,4,1022.10万,1822,89,0,0
医狂天下,8难,完本,玄幻,418.42,802.97,31.58,7.2,3,    大神 ,9,1716.38万,3171,89,0,0
极限恐惧,彼岸花杀,完本,科幻,197.58,91.84,31.57,2,1,    Lv.1 ,1,303.60万,467,38,0,0
蜀山之天宪神君,青丘仙狐,连载,仙侠,207.52,474.69,31.54,8.7,14,    Lv.1 ,1,68.87万,336,88,5,0
我的老婆是偶像,睡醒的红龙,连载,都市,130.56,216.41,31.53,8.5,43,    Lv.3 ,3,196.40万,472,37,40,1
英雄无敌之亡灵暴君,亡灵暴君,完本,游戏,475.79,34.2,31.44,2,4,    Lv.2 ,7,371.77万,691,89,2,0
次元聊天群,闷墩儿,完本,科幻,338.34,66.66,31.37,8.8,38,    Lv.3 ,1,156.46万,417,90,0,0
斗破地狱,烟缸,连载,玄幻,117.59,448.18,31.35,2,1,    Lv.1 ,1,30.76万,75,88,0,0
夜幕杀机,没有彩蛋,完本,游戏,350.14,209.18,31.31,8.9,102,    Lv.2 ,2,175.10万,541,36,1,0
球王贝斯特,猪头七,完本,体育,193.96,267.37,31.31,8.7,183,    Lv.4 ,6,1674.70万,2704,90,0,0
倒霉医生在异界,胖胖恐龙,完本,玄幻,118.96,441.58,31.28,0,0,    Lv.1 ,1,86.60万,529,69,0,0
香火成神道,文抄公,完本,仙侠,145.61,667.12,31.26,8.7,113,    大神 ,5,1162.69万,1596,89,1,0
破灭天道,赤虎,连载,仙侠,152.95,27.99,31.26,8.9,34,    大神 ,6,1119.84万,2456,65,5,0
超级提取,风少羽,完本,都市,62.36,129.08,31.25,8.8,77,    Lv.5 ,7,271.92万,1379,69,2,0
猎宝天下,万俟枫,完本,仙侠,431.23,40.69,31.24,2,0,    Lv.2 ,3,185.07万,493,89,0,0
我的变形金刚,NBY,完本,科幻,641.64,110.15,31.24,0,0,    Lv.1 ,1,28.13万,47,89,0,0
恶唐,南海十四郎,连载,历史,362.43,345.24,31.22,0,0,    Lv.1 ,3,132.14万,942,90,0,0
帝国之主,奥丁信使,连载,游戏,78.83,188.88,31.2,9,42,    Lv.3 ,4,703.74万,1608,89,0,0
诸天归来,如履,完本,仙侠,317.1,326.4,31.17,8.5,63,    Lv.3 ,5,590.88万,1186,89,11,0
街机时代,天使败类秀,完本,游戏,138.57,627.24,31.16,9,39,    Lv.1 ,6,594.08万,1664,69,0,0
重活之圆梦人生,陌上心,完本,都市,269.91,47.3,31.08,8.5,23,    Lv.1 ,3,119.00万,838,90,0,0
星河霸血,王袍,完本,科幻,111.71,156.09,31.06,9.1,23,    Lv.5 ,12,1644.28万,2536,90,0,0
多宝道人,落宝金猪,完本,仙侠,310.94,186.79,31.06,8.5,29,    Lv.1 ,1,80.47万,164,89,0,0
武王,独悠,完本,玄幻,102.06,265.41,31.05,9.1,209,    Lv.4 ,2,439.55万,1515,91,3,0
三国醉汉,论修,连载,历史,197.67,342.71,31.04,2,0,    Lv.1 ,1,24.70万,58,88,0,0
煞气冲霄,便衣,连载,玄幻,323.61,998.31,31.03,9.1,109,    Lv.1 ,2,336.54万,762,90,0,0
请叫我邪神大人,剑上独觉,连载,科幻,103.29,175.95,30.98,8.8,100,    Lv.3 ,5,423.63万,1129,37,0,0
西游记里没有妖怪,异端之耻,连载,二次元,371.15,74.15,30.93,9.2,12,    Lv.2 ,1,52.77万,155,88,0,0
三国神话世界,永牧,连载,游戏,202.97,73.41,30.84,8.5,96,    Lv.4 ,1,204.38万,371,38,317,1
网游之招魂牧师,炭烧拿铁,完本,游戏,121.21,213.87,30.81,7.2,5,    Lv.1 ,1,128.90万,305,69,0,0
御鬼者传奇,沙之愚者,连载,悬疑灵异,582.94,386.14,30.73,9.2,121,    Lv.4 ,1,1526.90万,1295,38,3,0
英雄联盟之女主播,可乐中毒,完本,游戏,154.77,145.61,30.7,9,166,    Lv.3 ,6,433.57万,1020,90,2,0
全是相亲惹的祸,小银熊,连载,都市,186.77,352.41,30.62,2,0,    Lv.1 ,1,27.04万,76,89,0,0
超玄幻降临,夏食,完本,玄幻,181.54,418.41,30.6,8.5,65,    Lv.3 ,3,126.19万,316,88,0,0
我家古井通武林,晴风,连载,都市,284.67,156.06,30.53,8.7,82,    Lv.4 ,2,207.49万,651,88,60,0
全职农夫,铁不拐,连载,都市,209.39,81.19,30.45,8.6,45,    Lv.3 ,1,100.50万,235,37,42,0
狮子兽的征途,兰陵王小生,完本,科幻,99.25,609.01,30.44,8.6,50,    Lv.4 ,3,837.98万,1910,37,0,0
香港之梦,五千党,完本,都市,321.88,174.9,30.41,7.7,1,    Lv.3 ,4,573.01万,913,90,7,0
天武邪神,紫炎星辰,完本,玄幻,150.37,300,30.39,8.8,214,    Lv.1 ,1,142.51万,282,91,0,0
岔路,锅锅,连载,历史,294.69,232.72,30.37,2,0,    Lv.1 ,1,71.56万,466,36,0,0
史上最牛门神,tisword,完本,体育,,,,2,3,    Lv.4 ,2,347.41万,1030,89,12,0
王朝之剑,边城 浪子,完本,游戏,,,,9.2,132,    Lv.3 ,6,950.54万,1751,89,2,0
超级剑修,圣炎冥火,完本,仙侠,,,,7.2,7,    Lv.2 ,2,163.58万,1323,90,0,0
无敌神皇,一粒灰尘哟,完本,游戏,,,,0,0,    Lv.3 ,4,235.48万,1172,89,0,0
光路星途,沐还刃,完本,都市,,,,9,92,    Lv.2 ,3,521.54万,1366,38,2,0
贤者与少女,Roy1048,连载,奇幻,,,,8.9,107,    Lv.3 ,2,214.98万,466,37,104,2
江南奇案,小草胖胖,完本,短篇,,,,7.2,1,    Lv.1 ,15,938.34万,1834,36,0,0
最强修仙之征召猛将,魔力流失,完本,都市,,,,9.1,39,    Lv.1 ,2,437.74万,796,37,0,0
异界之贪食大陆,快马小厮,连载,奇幻,,,,2,0,    Lv.1 ,1,36.97万,95,88,0,0
都市之神级宗师,悠闲疯,连载,都市,,,,8.5,44,    Lv.4 ,2,298.30万,844,90,19,0
民国大文豪,薪越,完本,历史,,,,9.1,55,    Lv.4 ,2,250.56万,650,89,0,0
北宋有坦克,啸天狼,完本,历史,,,,8.9,24,    Lv.3 ,4,219.49万,638,89,3,0
怪物召唤师,完美骑士气息,完本,玄幻,,,,0,0,    Lv.1 ,2,280.02万,398,69,2,0
变身绝世冰姬,永恒炽天使,连载,二次元,,,,8.6,107,    Lv.3 ,6,654.31万,1624,36,0,0
韩城谍影,软软的蓝莓酱,连载,都市,,,,2.4,5,    Lv.1 ,1,67.20万,155,37,0,0
大明寒士,欧水苏,完本,历史,,,,8.6,33,    Lv.2 ,3,321.56万,802,37,0,0
御灵真仙,不问苍生问鬼神,完本,仙侠,,,,9.1,37,    Lv.4 ,3,1068.19万,2656,38,2,0
厨修,地狱模式,连载,玄幻,,,,8.6,48,    Lv.1 ,1,45.71万,85,36,1,0
重生最强农民,四高男人,完本,都市,,,,9,161,    Lv.3 ,7,446.01万,1124,90,2,0
进击的大内密探,剑舞秀,完本,科幻,,,,9.1,101,    Lv.5 ,4,948.85万,1699,38,10,0
网游之亡灵进行曲,一切向后看,连载,游戏,,,,2,0,    Lv.1 ,1,23.88万,76,88,0,0
梦幻西游之黑衣刺客,黑衣刺客,完本,二次元,,,,9.2,41,    Lv.3 ,1,144.93万,290,38,8,0
全能战警,王二明,连载,都市,,,,8.5,52,    Lv.3 ,2,79.56万,179,90,0,0
国术宗师,格斗家,连载,武侠,,,,8.6,13,    Lv.1 ,2,98.23万,391,90,0,0
监督代理人,红叶知玄,连载,二次元,,,,8.7,45,    Lv.4 ,4,255.40万,600,36,0,0
超级侦探先生,影山红,连载,都市,,,,9,78,    Lv.2 ,2,278.59万,646,37,2,0
变身双子萝莉,咸鱼翻车,完本,二次元,,,,9.2,110,    Lv.2 ,2,98.89万,366,36,1,0
信仰神国,陈洁南,完本,奇幻,,,,8.5,75,    Lv.5 ,3,293.10万,698,88,0,0
逆封神,张德坤,连载,仙侠,,,,7.2,6,    Lv.1 ,1,56.95万,789,89,0,0
盘丝,千面企鹅,连载,玄幻,,,,2,0,    Lv.1 ,1,41.36万,178,88,0,0
传奇之纵横法师,酒味道,连载,游戏,,,,7.2,6,    Lv.1 ,1,69.57万,107,69,0,0
一个娱乐帝国的诞生,愚乐,连载,都市,,,,8.9,71,    Lv.2 ,2,153.48万,622,88,0,0
盛世娱乐,小银匠,完本,都市,,,,9,39,    Lv.2 ,2,257.96万,586,89,0,0
最后一个巫师,庚新,连载,都市,,,,7.8,4,    大神 ,12,1777.99万,2986,89,0,0
植掌大唐,手撕鲈鱼,完本,历史,,,,8.7,42,    Lv.3 ,4,439.93万,936,37,0,0
穿越位面之主,二次元白菜,连载,二次元,,,,8.6,64,    Lv.4 ,3,203.94万,455,36,4,0
新明史,闪烁,完本,历史,,,,7.2,7,    Lv.5 ,10,2141.83万,3981,90,0,0
原力宗师,幻弦,连载,科幻,,,,8.6,45,    Lv.3 ,5,268.06万,841,36,0,0
崇祯聊天群,叫天,完本,历史,,,,8.5,65,    Lv.5 ,4,565.47万,1189,39,65,0
悠闲税务官,我就是龙,连载,都市,,,,8.5,40,    Lv.4 ,11,1010.55万,2389,38,34,0
大富翁,超侧卫,完本,都市,,,,8.8,12,    Lv.1 ,3,189.41万,455,89,0,0
全球怪物在线,再来一支大雪茄,完本,科幻,,,,8.9,143,    Lv.4 ,1,477.18万,751,90,0,0
荒岛求生日记,漂泊的萝卜,完本,现实,,,,9,80,    Lv.2 ,3,67.43万,198,89,2,0
大漫画,三月一,完本,都市,,,,8.8,125,    Lv.3 ,5,518.29万,1660,89,0,0
神探,平凡心,完本,悬疑灵异,,,,2,0,    Lv.5 ,10,2737.50万,2829,88,0,0
青龙传承,清风引,连载,都市,,,,2,0,    Lv.1 ,1,32.13万,81,88,0,0
桃花神医,林子峰,连载,都市,,,,2,0,    Lv.1 ,1,35.11万,101,36,0,0
灵武逆天,玄戈,完本,玄幻,,,,9.2,64,    Lv.2 ,3,611.09万,1339,37,0,0
时空旅行者的探险队,黑猫不怕黑,连载,科幻,,,,8.8,130,    Lv.1 ,1,213.67万,601,37,0,0
疯狂进化的虫子,咱的小刀,连载,游戏,,,,8.9,31,    Lv.3 ,2,189.62万,585,89,0,0
旭梦之城,梓雨天澄,完本,短篇,,,,7.6,2,    Lv.1 ,3,61.16万,206,30,0,0
死神之狂徒,王筱蛟,完本,二次元,,,,8.7,53,    Lv.4 ,8,465.09万,883,38,8,0
青灵诛心,红尘志异,完本,仙侠,,,,8.9,95,    Lv.2 ,2,188.47万,647,36,11,0
请叫我秦三世,可汗,连载,历史,,,,2,0,    Lv.1 ,1,45.36万,217,36,0,0
网游之重生最强,非风非云,完本,游戏,,,,8.8,133,    Lv.1 ,7,625.43万,920,90,2,0
我的女儿是吸血鬼,42K纯二,完本,二次元,,,,9.3,50,    Lv.3 ,3,236.81万,479,37,2,0
美食大帝,大凉皮,完本,玄幻,,,,8.8,31,    Lv.4 ,4,301.67万,592,90,0,0
修真娱乐圈,三七王爷,暂停,都市,,,,9.4,125,    Lv.1 ,1,139.11万,280,38,0,0
横扫荒宇,孤单地飞,完本,玄幻,,,,9,229,    大神 ,6,2018.38万,2498,91,8,0
美漫之灵魂主宰,羽化真仙,连载,科幻,,,,8.4,44,    Lv.3 ,2,105.67万,350,89,0,0
铁骑征西,斩天,完本,玄幻,,,,0,0,    Lv.1 ,1,82.05万,123,37,0,0
勇者斗魔神,大烟缸,连载,游戏,,,,9.2,242,    大神 ,4,1036.56万,2334,37,20,0
截教再起,风影摇曳,连载,仙侠,,,,8.7,76,    Lv.2 ,3,149.20万,370,89,0,0
丹帝,我本疯狂,完本,玄幻,,,,7.3,1,    Lv.5 ,3,737.89万,2866,69,0,0
极品账房,天净沙秋思,完本,历史,,,,8.8,197,    Lv.3 ,15,318.63万,825,91,6,0
异界直播间,七尺居士,完本,游戏,,,,8.9,34,    Lv.4 ,5,689.54万,54,88,0,0
带着历史名将闯三国,唯我墨黑,完本,游戏,,,,9.1,43,    Lv.3 ,1,166.29万,582,67,2,0
虐杀,一江秋月,完本,科幻,,,,8.6,74,    Lv.4 ,6,922.12万,1388,69,18,0
大汉骠骑,水为镜,连载,历史,,,,0,0,    Lv.1 ,2,100.69万,285,88,0,0
虫族修士,不吐泡泡鱼,完本,都市,,,,9.2,87,    Lv.4 ,2,425.18万,574,90,0,0
绝代霸主,岳龙鹏,完本,玄幻,,,,9.3,26,    Lv.2 ,1,274.22万,279,90,1,0
我的岳父大人叫吕布,大哥有枪,完本,历史,,,,8.7,89,    Lv.4 ,2,455.20万,651,90,8,0
挽天倾,圣者晨雷,完本,仙侠,,,,8.6,20,    Lv.5 ,6,1131.96万,2442,89,0,0
郭嘉新传,皇家卡卡,完本,历史,,,,2.3,1,    Lv.1 ,2,111.94万,300,68,0,0
回到过去当神犬,血海兵锋,完本,军事,,,,8.7,47,    Lv.3 ,2,102.80万,364,90,0,0
我的神灵分身,悦燃,完本,都市,,,,8.8,49,    Lv.3 ,4,494.81万,1039,89,1,0
闭门造车,风残衣,连载,科幻,,,,0,0,    Lv.1 ,2,35.52万,100,88,0,0
屠神灭魔异界行,太行翠峰,完本,玄幻,,,,2,0,    Lv.1 ,1,52.74万,125,68,0,0
我家后院通向武侠世界,山德鲁,连载,都市,,,,8.7,49,    Lv.1 ,3,84.24万,192,68,0,0
自然守望者,老衲不能吃素,连载,玄幻,,,,8.6,36,    Lv.3 ,2,293.75万,1444,89,0,0
我是木匠皇帝,独坐池塘,完本,历史,,,,8.8,172,    Lv.3 ,5,238.92万,494,70,9,0
电影世界当警察,黑色语言,连载,科幻,,,,8.4,90,    Lv.4 ,2,249.23万,545,37,79,0
